id,ActivityDate,TotalSteps,Calories,TotalActiveMinutes,day_of_week
1927972279,2016-05-10,0,2063,0,Tuesday
1927972279,2016-05-11,0,2063,0,Wednesday
1927972279,2016-05-12,0,1383,0,Thursday
2022484408,2016-04-12,11875,2390,283,Tuesday
2022484408,2016-04-13,12024,2601,340,Wednesday
2022484408,2016-04-14,10690,2312,292,Thursday
2022484408,2016-04-15,11034,2525,318,Friday
2022484408,2016-04-16,10100,2177,203,Saturday
2022484408,2016-04-17,15112,2782,388,Sunday
2022484408,2016-04-18,14131,2770,362,Monday
2022484408,2016-04-19,11548,2489,288,Tuesday
2022484408,2016-04-20,15112,2897,387,Wednesday
2022484408,2016-04-21,12453,3158,412,Thursday
2022484408,2016-04-22,12954,2638,335,Friday
2022484408,2016-04-23,6001,2069,249,Saturday
2022484408,2016-04-24,13481,2529,279,Sunday
2022484408,2016-04-25,11369,2470,269,Monday
2022484408,2016-04-26,10119,2793,354,Tuesday
2022484408,2016-04-27,10159,2463,321,Wednesday
2022484408,2016-04-28,10140,2296,317,Thursday
2022484408,2016-04-29,10245,2611,342,Friday
2022484408,2016-04-30,18387,2732,397,Saturday
2022484408,2016-05-01,10538,2380,298,Sunday
2022484408,2016-05-02,10379,2473,321,Monday
2022484408,2016-05-03,12183,2752,336,Tuesday
2022484408,2016-05-04,11768,2649,335,Wednesday
2022484408,2016-05-05,11895,2609,328,Thursday
2022484408,2016-05-06,10227,2498,336,Friday
2022484408,2016-05-07,6708,1995,171,Saturday
2022484408,2016-05-08,3292,1848,135,Sunday
2022484408,2016-05-09,13379,2709,379,Monday
2022484408,2016-05-10,12798,2797,356,Tuesday
2022484408,2016-05-11,13272,2544,307,Wednesday
2022484408,2016-05-12,9117,1853,268,Thursday
2026352035,2016-04-12,4414,1459,192,Tuesday
2026352035,2016-04-13,4993,1521,238,Wednesday
2026352035,2016-04-14,3335,1431,197,Thursday
2026352035,2016-04-15,3821,1444,188,Friday
2026352035,2016-04-16,2547,1373,150,Saturday
2026352035,2016-04-17,838,1214,60,Sunday
2026352035,2016-04-18,3325,1419,182,Monday
2026352035,2016-04-19,2424,1356,141,Tuesday
2026352035,2016-04-20,7222,1667,327,Wednesday
2026352035,2016-04-21,2467,1370,153,Thursday
2026352035,2016-04-22,2915,1399,162,Friday
2026352035,2016-04-23,12357,1916,432,Saturday
2026352035,2016-04-24,3490,1401,164,Sunday
2026352035,2016-04-25,6017,1576,260,Monday
2026352035,2016-04-26,5933,1595,288,Tuesday
2026352035,2016-04-27,6088,1593,286,Wednesday
2026352035,2016-04-28,6375,1649,331,Thursday
2026352035,2016-04-29,7604,1692,352,Friday
2026352035,2016-04-30,4729,1506,233,Saturday
2026352035,2016-05-01,3609,1447,191,Sunday
2026352035,2016-05-02,7018,1690,355,Monday
2026352035,2016-05-03,5992,1604,304,Tuesday
2026352035,2016-05-04,6564,1658,345,Wednesday
2026352035,2016-05-05,12167,1926,475,Thursday
2026352035,2016-05-06,8198,1736,383,Friday
2026352035,2016-05-07,4193,1491,229,Saturday
2026352035,2016-05-08,5528,1555,258,Sunday
2026352035,2016-05-09,10685,1869,401,Monday
2026352035,2016-05-10,254,1141,17,Tuesday
2026352035,2016-05-11,8580,1698,330,Wednesday
2026352035,2016-05-12,8891,1364,343,Thursday
2320127002,2016-04-12,10725,2124,328,Tuesday
2320127002,2016-04-13,7275,2003,335,Wednesday
2320127002,2016-04-14,3973,1696,191,Thursday
2320127002,2016-04-15,5205,1801,245,Friday
2320127002,2016-04-16,5057,1724,195,Saturday
2320127002,2016-04-17,6198,1852,249,Sunday
2320127002,2016-04-18,6559,1905,267,Monday
2320127002,2016-04-19,5997,1811,239,Tuesday
2320127002,2016-04-20,7192,1922,294,Wednesday
2320127002,2016-04-21,3404,1610,138,Thursday
2320127002,2016-04-22,5583,1851,266,Friday
2320127002,2016-04-23,5079,1804,242,Saturday
2320127002,2016-04-24,4165,1725,204,Sunday
2320127002,2016-04-25,3588,1654,160,Monday
2320127002,2016-04-26,3409,1632,147,Tuesday
2320127002,2016-04-27,1715,1481,82,Wednesday
2320127002,2016-04-28,1532,1473,76,Thursday
2320127002,2016-04-29,924,1410,45,Friday
2320127002,2016-04-30,4571,1779,234,Saturday
2320127002,2016-05-01,772,1403,40,Sunday
2320127002,2016-05-02,3634,1613,134,Monday
2320127002,2016-05-03,7443,1878,236,Tuesday
2320127002,2016-05-04,1201,1426,52,Wednesday
2320127002,2016-05-05,5202,1780,234,Thursday
2320127002,2016-05-06,4878,1742,204,Friday
2320127002,2016-05-07,7379,1972,319,Saturday
2320127002,2016-05-08,5161,1821,247,Sunday
2320127002,2016-05-09,3090,1630,145,Monday
2320127002,2016-05-10,6227,1899,290,Tuesday
2320127002,2016-05-11,6424,1903,300,Wednesday
2320127002,2016-05-12,2661,1125,128,Thursday
2347167796,2016-04-12,10113,2344,361,Tuesday
2347167796,2016-04-13,10352,2038,246,Wednesday
2347167796,2016-04-14,10129,2010,255,Thursday
2347167796,2016-04-15,10465,2133,309,Friday
2347167796,2016-04-16,22244,2670,406,Saturday
2347167796,2016-04-17,5472,1882,257,Sunday
2347167796,2016-04-18,8247,1944,233,Monday
2347167796,2016-04-19,6711,2346,389,Tuesday
2347167796,2016-04-20,10999,2198,323,Wednesday
2347167796,2016-04-21,10080,2048,257,Thursday
2347167796,2016-04-22,7804,1946,242,Friday
2347167796,2016-04-23,16901,2629,427,Saturday
2347167796,2016-04-24,9471,2187,360,Sunday
2347167796,2016-04-25,9482,2095,303,Monday
2347167796,2016-04-26,5980,1861,227,Tuesday
2347167796,2016-04-27,11423,2194,330,Wednesday
2347167796,2016-04-28,5439,1854,229,Thursday
2347167796,2016-04-29,42,403,4,Friday
2873212765,2016-04-12,8796,1982,379,Tuesday
2873212765,2016-04-13,7618,2004,412,Wednesday
2873212765,2016-04-14,7910,1893,331,Thursday
2873212765,2016-04-15,8482,2063,448,Friday
2873212765,2016-04-16,9685,2148,353,Saturday
2873212765,2016-04-17,2524,1529,168,Sunday
2873212765,2016-04-18,7762,1890,318,Monday
2873212765,2016-04-19,7948,1956,389,Tuesday
2873212765,2016-04-20,9202,2094,405,Wednesday
2873212765,2016-04-21,8859,1970,383,Thursday
2873212765,2016-04-22,7286,2241,412,Friday
2873212765,2016-04-23,9317,2021,363,Saturday
2873212765,2016-04-24,6873,1898,237,Sunday
2873212765,2016-04-25,7373,1907,359,Monday
2873212765,2016-04-26,8242,1882,316,Tuesday
2873212765,2016-04-27,3516,1966,243,Wednesday
2873212765,2016-04-28,7913,1835,248,Thursday
2873212765,2016-04-29,7365,1780,249,Friday
2873212765,2016-04-30,8452,1830,273,Saturday
2873212765,2016-05-01,7399,1739,221,Sunday
2873212765,2016-05-02,7525,1878,341,Monday
2873212765,2016-05-03,7412,1906,370,Tuesday
2873212765,2016-05-04,8278,2015,420,Wednesday
2873212765,2016-05-05,8314,1971,347,Thursday
2873212765,2016-05-06,7063,1910,375,Friday
2873212765,2016-05-07,4940,1897,138,Saturday
2873212765,2016-05-08,8168,2096,372,Sunday
2873212765,2016-05-09,7726,1906,345,Monday
2873212765,2016-05-10,8275,1962,373,Tuesday
2873212765,2016-05-11,6440,1826,319,Wednesday
2873212765,2016-05-12,7566,1431,268,Thursday
3372868164,2016-04-12,4747,1788,280,Tuesday
3372868164,2016-04-13,9715,2093,395,Wednesday
3372868164,2016-04-14,8844,2065,401,Thursday
3372868164,2016-04-15,7451,1908,335,Friday
3372868164,2016-04-16,6905,1908,356,Saturday
3372868164,2016-04-17,8199,1964,335,Sunday
3372868164,2016-04-18,6798,2014,370,Monday
3372868164,2016-04-19,7711,1985,376,Tuesday
3372868164,2016-04-20,4880,1867,292,Wednesday
3372868164,2016-04-21,8857,2124,403,Thursday
3372868164,2016-04-22,3843,1669,206,Friday
3372868164,2016-04-23,7396,1995,325,Saturday
3372868164,2016-04-24,6731,1921,313,Sunday
3372868164,2016-04-25,5995,2010,416,Monday
3372868164,2016-04-26,8283,2057,357,Tuesday
3372868164,2016-04-27,7904,2095,383,Wednesday
3372868164,2016-04-28,5512,1972,385,Thursday
3372868164,2016-04-29,9135,2044,402,Friday
3372868164,2016-04-30,5250,1946,321,Saturday
3372868164,2016-05-01,3077,1237,172,Sunday
3977333714,2016-04-12,8856,1450,194,Tuesday
3977333714,2016-04-13,10035,1495,230,Wednesday
3977333714,2016-04-14,7641,1433,242,Thursday
3977333714,2016-04-15,9010,1468,240,Friday
3977333714,2016-04-16,13459,1625,267,Saturday
3977333714,2016-04-17,10415,1529,274,Sunday
3977333714,2016-04-18,11663,1584,313,Monday
3977333714,2016-04-19,12414,1638,307,Tuesday
3977333714,2016-04-20,11658,1554,264,Wednesday
3977333714,2016-04-21,6093,1397,242,Thursday
3977333714,2016-04-22,8911,1481,233,Friday
3977333714,2016-04-23,12058,1638,344,Saturday
3977333714,2016-04-24,14112,1655,254,Sunday
3977333714,2016-04-25,11177,1570,192,Monday
3977333714,2016-04-26,11388,1551,272,Tuesday
3977333714,2016-04-27,7193,1377,186,Wednesday
3977333714,2016-04-28,7114,1407,213,Thursday
3977333714,2016-04-29,10645,1545,218,Friday
3977333714,2016-04-30,13238,1650,289,Saturday
3977333714,2016-05-01,10414,1501,205,Sunday
3977333714,2016-05-02,16520,1760,343,Monday
3977333714,2016-05-03,14335,1710,346,Tuesday
3977333714,2016-05-04,13559,1628,252,Wednesday
3977333714,2016-05-05,12312,1618,280,Thursday
3977333714,2016-05-06,11677,1590,252,Friday
3977333714,2016-05-07,11550,1574,294,Saturday
3977333714,2016-05-08,13585,1633,296,Sunday
3977333714,2016-05-09,14687,1667,281,Monday
3977333714,2016-05-10,13072,1630,312,Tuesday
3977333714,2016-05-11,746,52,13,Wednesday
4020332650,2016-04-12,8539,3654,350,Tuesday
4020332650,2016-04-13,0,1981,0,Wednesday
4020332650,2016-04-14,108,2011,3,Thursday
4020332650,2016-04-15,1882,2951,141,Friday
4020332650,2016-04-16,1982,3051,141,Saturday
4020332650,2016-04-17,16,1990,2,Sunday
4020332650,2016-04-18,62,1995,2,Monday
4020332650,2016-04-19,0,1980,0,Tuesday
4020332650,2016-04-20,0,1980,0,Wednesday
4020332650,2016-04-21,0,1980,0,Thursday
4020332650,2016-04-22,0,1980,0,Friday
4020332650,2016-04-23,0,1980,0,Saturday
4020332650,2016-04-24,0,1980,0,Sunday
4020332650,2016-04-25,0,1980,0,Monday
4020332650,2016-04-26,0,1980,0,Tuesday
4020332650,2016-04-27,0,1980,0,Wednesday
4020332650,2016-04-28,0,1980,0,Thursday
4020332650,2016-04-29,0,1980,0,Friday
4020332650,2016-04-30,0,1980,0,Saturday
4020332650,2016-05-01,0,1980,0,Sunday
4020332650,2016-05-02,475,2207,42,Monday
4020332650,2016-05-03,4496,2828,174,Tuesday
4020332650,2016-05-04,10252,3879,405,Wednesday
4020332650,2016-05-05,11728,3429,276,Thursday
4020332650,2016-05-06,4369,2704,177,Friday
4020332650,2016-05-07,6132,2975,184,Saturday
4020332650,2016-05-08,5862,3089,263,Sunday
4020332650,2016-05-09,4556,2785,181,Monday
4020332650,2016-05-10,5546,2926,206,Tuesday
4020332650,2016-05-11,3689,2645,144,Wednesday
4020332650,2016-05-12,590,1120,21,Thursday
4057192912,2016-04-12,5394,2286,164,Tuesday
4057192912,2016-04-13,5974,2306,160,Wednesday
4057192912,2016-04-14,0,1776,0,Thursday
4057192912,2016-04-15,3984,1527,97,Friday
4319703577,2016-04-12,7753,2115,0,Tuesday
4319703577,2016-04-13,8204,2135,119,Wednesday
4319703577,2016-04-14,10210,2302,349,Thursday
4319703577,2016-04-15,5664,1985,228,Friday
4319703577,2016-04-16,4744,1884,194,Saturday
4319703577,2016-04-17,29,1464,3,Sunday
4319703577,2016-04-18,2276,1632,68,Monday
4319703577,2016-04-19,8925,2200,311,Tuesday
4319703577,2016-04-20,8954,2220,324,Wednesday
4319703577,2016-04-21,3702,1792,34,Thursday
4319703577,2016-04-22,4500,1886,196,Friday
4319703577,2016-04-23,4935,1945,233,Saturday
4319703577,2016-04-24,4081,1880,197,Sunday
4319703577,2016-04-25,9259,2314,398,Monday
4319703577,2016-04-26,9899,2236,317,Tuesday
4319703577,2016-04-27,10780,2324,353,Wednesday
4319703577,2016-04-28,10817,2367,380,Thursday
4319703577,2016-04-29,7990,2175,313,Friday
4319703577,2016-04-30,8221,2092,240,Saturday
4319703577,2016-05-01,1251,1593,67,Sunday
4319703577,2016-05-02,9261,2270,355,Monday
4319703577,2016-05-03,9648,2235,321,Tuesday
4319703577,2016-05-04,10429,2282,334,Wednesday
4319703577,2016-05-05,13658,2530,389,Thursday
4319703577,2016-05-06,9524,2266,331,Friday
4319703577,2016-05-07,7937,2158,310,Saturday
4319703577,2016-05-08,3672,1792,153,Sunday
4319703577,2016-05-09,10378,2345,390,Monday
4319703577,2016-05-10,9487,2260,344,Tuesday
4319703577,2016-05-11,9129,2232,332,Wednesday
4319703577,2016-05-12,17,257,2,Thursday
4388161847,2016-04-12,10122,2955,0,Tuesday
4388161847,2016-04-13,10993,3092,165,Wednesday
4388161847,2016-04-14,8863,2998,264,Thursday
4388161847,2016-04-15,8758,3066,299,Friday
4388161847,2016-04-16,6580,3073,268,Saturday
4388161847,2016-04-17,4660,2572,201,Sunday
4388161847,2016-04-18,11009,3274,274,Monday
4388161847,2016-04-19,10181,3015,285,Tuesday
4388161847,2016-04-20,10553,3083,289,Wednesday
4388161847,2016-04-21,10055,3069,291,Thursday
4388161847,2016-04-22,12139,3544,322,Friday
4388161847,2016-04-23,13236,3306,278,Saturday
4388161847,2016-04-24,10243,2885,261,Sunday
4388161847,2016-04-25,12961,3288,343,Monday
4388161847,2016-04-26,9461,2929,261,Tuesday
4388161847,2016-04-27,11193,3074,300,Wednesday
4388161847,2016-04-28,10074,2969,262,Thursday
4388161847,2016-04-29,9232,2979,265,Friday
4388161847,2016-04-30,12533,3283,357,Saturday
4388161847,2016-05-01,10255,2926,268,Sunday
4388161847,2016-05-02,10096,3147,241,Monday
4388161847,2016-05-03,12727,3290,342,Tuesday
4388161847,2016-05-04,12375,3162,307,Wednesday
4388161847,2016-05-05,9603,2899,250,Thursday
4388161847,2016-05-06,13175,3425,340,Friday
4388161847,2016-05-07,22770,4022,436,Saturday
4388161847,2016-05-08,17298,3934,323,Sunday
4388161847,2016-05-09,10218,3013,283,Monday
4388161847,2016-05-10,10299,3061,294,Tuesday
4388161847,2016-05-11,10201,2954,282,Wednesday
4388161847,2016-05-12,3369,1623,108,Thursday
4445114986,2016-04-12,3276,2113,196,Tuesday
4445114986,2016-04-13,2961,2095,194,Wednesday
4445114986,2016-04-14,3974,2194,231,Thursday
4445114986,2016-04-15,7198,2496,350,Friday
4445114986,2016-04-16,3945,2180,225,Saturday
4445114986,2016-04-17,2268,1933,114,Sunday
4445114986,2016-04-18,6155,2248,193,Monday
4445114986,2016-04-19,2064,1954,121,Tuesday
4445114986,2016-04-20,2072,1974,137,Wednesday
4445114986,2016-04-21,3809,2150,215,Thursday
4445114986,2016-04-22,6831,2432,317,Friday
4445114986,2016-04-23,4363,2149,201,Saturday
4445114986,2016-04-24,5002,2247,244,Sunday
4445114986,2016-04-25,3385,2070,179,Monday
4445114986,2016-04-26,6326,2291,210,Tuesday
4445114986,2016-04-27,7243,2361,227,Wednesday
4445114986,2016-04-28,4493,2203,236,Thursday
4445114986,2016-04-29,4676,2196,226,Friday
4445114986,2016-04-30,6222,2363,290,Saturday
4445114986,2016-05-01,5232,2246,240,Sunday
4445114986,2016-05-02,6910,2336,231,Monday
4445114986,2016-05-03,7502,2421,265,Tuesday
4445114986,2016-05-04,2923,2070,180,Wednesday
4445114986,2016-05-05,3800,2120,193,Thursday
4445114986,2016-05-06,4514,2211,229,Friday
4445114986,2016-05-07,5183,2123,138,Saturday
4445114986,2016-05-08,7303,2423,316,Sunday
4445114986,2016-05-09,5275,2281,266,Monday
4445114986,2016-05-10,3915,2181,231,Tuesday
4445114986,2016-05-11,9105,2499,288,Wednesday
4445114986,2016-05-12,768,1212,58,Thursday
4558609924,2016-04-12,5135,1909,318,Tuesday
4558609924,2016-04-13,4978,1722,153,Wednesday
4558609924,2016-04-14,6799,1922,279,Thursday
4558609924,2016-04-15,7795,2121,309,Friday
4558609924,2016-04-16,7289,1997,328,Saturday
4558609924,2016-04-17,9634,2117,330,Sunday
4558609924,2016-04-18,8940,2116,360,Monday
4558609924,2016-04-19,5401,1876,258,Tuesday
4558609924,2016-04-20,4803,1788,222,Wednesday
4558609924,2016-04-21,13743,2486,459,Thursday
4558609924,2016-04-22,9601,2094,318,Friday
4558609924,2016-04-23,6890,2085,318,Saturday
4558609924,2016-04-24,8563,2173,395,Sunday
4558609924,2016-04-25,8095,2225,368,Monday
4558609924,2016-04-26,9148,2223,336,Tuesday
4558609924,2016-04-27,9557,2098,353,Wednesday
4558609924,2016-04-28,9451,2185,379,Thursday
4558609924,2016-04-29,7833,1918,241,Friday
4558609924,2016-04-30,10319,2105,329,Saturday
4558609924,2016-05-01,3428,1692,190,Sunday
4558609924,2016-05-02,7891,2066,383,Monday
4558609924,2016-05-03,5267,1953,268,Tuesday
4558609924,2016-05-04,5232,1842,252,Wednesday
4558609924,2016-05-05,10611,2262,392,Thursday
4558609924,2016-05-06,3755,1722,202,Friday
4558609924,2016-05-07,8237,1973,272,Saturday
4558609924,2016-05-08,6543,2666,339,Sunday
4558609924,2016-05-09,11451,2223,375,Monday
4558609924,2016-05-10,6435,1889,249,Tuesday
4558609924,2016-05-11,9108,2131,359,Wednesday
4558609924,2016-05-12,6307,1452,247,Thursday
4702921684,2016-04-12,7213,2947,263,Tuesday
4702921684,2016-04-13,6877,2898,258,Wednesday
4702921684,2016-04-14,7860,2984,271,Thursday
4702921684,2016-04-15,6506,2896,265,Friday
4702921684,2016-04-16,11140,3328,362,Saturday
4702921684,2016-04-17,12692,3394,380,Sunday
4702921684,2016-04-18,9105,3013,243,Monday
4702921684,2016-04-19,6708,2812,197,Tuesday
4702921684,2016-04-20,8793,3061,291,Wednesday
4702921684,2016-04-21,6530,2729,189,Thursday
4702921684,2016-04-22,1664,2241,72,Friday
4702921684,2016-04-23,15126,3691,483,Saturday
4702921684,2016-04-24,15050,3538,391,Sunday
4702921684,2016-04-25,9167,3064,291,Monday
4702921684,2016-04-26,6108,2784,225,Tuesday
4702921684,2016-04-27,7047,2908,255,Wednesday
4702921684,2016-04-28,9023,3033,255,Thursday
4702921684,2016-04-29,9930,3165,298,Friday
4702921684,2016-04-30,10144,3115,303,Saturday
4702921684,2016-05-01,0,2017,0,Sunday
4702921684,2016-05-02,7245,2859,240,Monday
4702921684,2016-05-03,9454,3145,313,Tuesday
4702921684,2016-05-04,8161,3004,270,Wednesday
4702921684,2016-05-05,8614,3006,254,Thursday
4702921684,2016-05-06,6943,2859,224,Friday
4702921684,2016-05-07,14370,3683,490,Saturday
4702921684,2016-05-08,12857,3287,326,Sunday
4702921684,2016-05-09,8232,2990,265,Monday
4702921684,2016-05-10,10613,3172,300,Tuesday
4702921684,2016-05-11,9810,3069,286,Wednesday
4702921684,2016-05-12,2752,1240,68,Thursday
5553957443,2016-04-12,11596,2026,309,Tuesday
5553957443,2016-04-13,4832,1718,226,Wednesday
5553957443,2016-04-14,17022,2324,358,Thursday
5553957443,2016-04-15,16556,2254,335,Friday
5553957443,2016-04-16,5771,1831,288,Saturday
5553957443,2016-04-17,655,1397,46,Sunday
5553957443,2016-04-18,3727,1683,206,Monday
5553957443,2016-04-19,15482,2284,346,Tuesday
5553957443,2016-04-20,2713,1570,148,Wednesday
5553957443,2016-04-21,12346,2066,266,Thursday
5553957443,2016-04-22,11682,2105,311,Friday
5553957443,2016-04-23,4112,1776,272,Saturday
5553957443,2016-04-24,1807,1507,104,Sunday
5553957443,2016-04-25,10946,2033,263,Monday
5553957443,2016-04-26,11886,2093,296,Tuesday
5553957443,2016-04-27,10538,1922,238,Wednesday
5553957443,2016-04-28,11393,1999,227,Thursday
5553957443,2016-04-29,12764,2169,331,Friday
5553957443,2016-04-30,1202,1463,84,Saturday
5553957443,2016-05-01,5164,1747,237,Sunday
5553957443,2016-05-02,9769,1996,259,Monday
5553957443,2016-05-03,12848,2116,302,Tuesday
