id,ActivityDate,TotalSteps,Calories,TotalActiveMinutes
2022484408,2016-04-29,10245,2611,342
2022484408,2016-04-30,18387,2732,397
2022484408,2016-05-01,10538,2380,298
2022484408,2016-05-02,10379,2473,321
2022484408,2016-05-03,12183,2752,336
2022484408,2016-05-04,11768,2649,335
2022484408,2016-05-05,11895,2609,328
2022484408,2016-05-06,10227,2498,336
2022484408,2016-05-07,6708,1995,171
2022484408,2016-05-08,3292,1848,135
2022484408,2016-05-09,13379,2709,379
2022484408,2016-05-10,12798,2797,356
2022484408,2016-05-11,13272,2544,307
2022484408,2016-05-12,9117,1853,268
2026352035,2016-04-12,4414,1459,192
2026352035,2016-04-13,4993,1521,238
2026352035,2016-04-14,3335,1431,197
2026352035,2016-04-15,3821,1444,188
2026352035,2016-04-16,2547,1373,150
2026352035,2016-04-17,838,1214,60
2026352035,2016-04-18,3325,1419,182
2026352035,2016-04-19,2424,1356,141
2026352035,2016-04-20,7222,1667,327
2026352035,2016-04-21,2467,1370,153
2026352035,2016-04-22,2915,1399,162
2026352035,2016-04-23,12357,1916,432
2026352035,2016-04-24,3490,1401,164
2026352035,2016-04-25,6017,1576,260
2026352035,2016-04-26,5933,1595,288
2026352035,2016-04-27,6088,1593,286
2026352035,2016-04-28,6375,1649,331
2026352035,2016-04-29,7604,1692,352
2026352035,2016-04-30,4729,1506,233
2026352035,2016-05-01,3609,1447,191
2026352035,2016-05-02,7018,1690,355
2026352035,2016-05-03,5992,1604,304
2026352035,2016-05-04,6564,1658,345
2026352035,2016-05-05,12167,1926,475
2026352035,2016-05-06,8198,1736,383
2026352035,2016-05-07,4193,1491,229
2026352035,2016-05-08,5528,1555,258
2026352035,2016-05-09,10685,1869,401
2026352035,2016-05-10,254,1141,17
2026352035,2016-05-11,8580,1698,330
2026352035,2016-05-12,8891,1364,343
2320127002,2016-04-12,10725,2124,328
2320127002,2016-04-13,7275,2003,335
2320127002,2016-04-14,3973,1696,191
2320127002,2016-04-15,5205,1801,245
2320127002,2016-04-16,5057,1724,195
2320127002,2016-04-17,6198,1852,249
2320127002,2016-04-18,6559,1905,267
2320127002,2016-04-19,5997,1811,239
2320127002,2016-04-20,7192,1922,294
2320127002,2016-04-21,3404,1610,138
2320127002,2016-04-22,5583,1851,266
2320127002,2016-04-23,5079,1804,242
2320127002,2016-04-24,4165,1725,204
2320127002,2016-04-25,3588,1654,160
2320127002,2016-04-26,3409,1632,147
2320127002,2016-04-27,1715,1481,82
2320127002,2016-04-28,1532,1473,76
2320127002,2016-04-29,924,1410,45
2320127002,2016-04-30,4571,1779,234
2320127002,2016-05-01,772,1403,40
2320127002,2016-05-02,3634,1613,134
2320127002,2016-05-03,7443,1878,236
2320127002,2016-05-04,1201,1426,52
2320127002,2016-05-05,5202,1780,234
2320127002,2016-05-06,4878,1742,204
2320127002,2016-05-07,7379,1972,319
2320127002,2016-05-08,5161,1821,247
2320127002,2016-05-09,3090,1630,145
2320127002,2016-05-10,6227,1899,290
2320127002,2016-05-11,6424,1903,300
2320127002,2016-05-12,2661,1125,128
2347167796,2016-04-12,10113,2344,361
2347167796,2016-04-13,10352,2038,246
2347167796,2016-04-14,10129,2010,255
2347167796,2016-04-15,10465,2133,309
2347167796,2016-04-16,22244,2670,406
2347167796,2016-04-17,5472,1882,257
2347167796,2016-04-18,8247,1944,233
2347167796,2016-04-19,6711,2346,389
2347167796,2016-04-20,10999,2198,323
2347167796,2016-04-21,10080,2048,257
2347167796,2016-04-22,7804,1946,242
2347167796,2016-04-23,16901,2629,427
2347167796,2016-04-24,9471,2187,360
2347167796,2016-04-25,9482,2095,303
2347167796,2016-04-26,5980,1861,227
2347167796,2016-04-27,11423,2194,330
2347167796,2016-04-28,5439,1854,229
2347167796,2016-04-29,42,403,4
2873212765,2016-04-12,8796,1982,379
2873212765,2016-04-13,7618,2004,412
2873212765,2016-04-14,7910,1893,331
2873212765,2016-04-15,8482,2063,448
2873212765,2016-04-16,9685,2148,353
2873212765,2016-04-17,2524,1529,168
2873212765,2016-04-18,7762,1890,318
2873212765,2016-04-19,7948,1956,389
2873212765,2016-04-20,9202,2094,405
2873212765,2016-04-21,8859,1970,383
2873212765,2016-04-22,7286,2241,412
2873212765,2016-04-23,9317,2021,363
2873212765,2016-04-24,6873,1898,237
2873212765,2016-04-25,7373,1907,359
2873212765,2016-04-26,8242,1882,316
2873212765,2016-04-27,3516,1966,243
2873212765,2016-04-28,7913,1835,248
2873212765,2016-04-29,7365,1780,249
2873212765,2016-04-30,8452,1830,273
2873212765,2016-05-01,7399,1739,221
2873212765,2016-05-02,7525,1878,341
2873212765,2016-05-03,7412,1906,370
2873212765,2016-05-04,8278,2015,420
2873212765,2016-05-05,8314,1971,347
2873212765,2016-05-06,7063,1910,375
2873212765,2016-05-07,4940,1897,138
2873212765,2016-05-08,8168,2096,372
2873212765,2016-05-09,7726,1906,345
2873212765,2016-05-10,8275,1962,373
2873212765,2016-05-11,6440,1826,319
2873212765,2016-05-12,7566,1431,268
3372868164,2016-04-12,4747,1788,280
3372868164,2016-04-13,9715,2093,395
3372868164,2016-04-14,8844,2065,401
3372868164,2016-04-15,7451,1908,335
3372868164,2016-04-16,6905,1908,356
3372868164,2016-04-17,8199,1964,335
3372868164,2016-04-18,6798,2014,370
3372868164,2016-04-19,7711,1985,376
3372868164,2016-04-20,4880,1867,292
3372868164,2016-04-21,8857,2124,403
3372868164,2016-04-22,3843,1669,206
3372868164,2016-04-23,7396,1995,325
3372868164,2016-04-24,6731,1921,313
3372868164,2016-04-25,5995,2010,416
3372868164,2016-04-26,8283,2057,357
3372868164,2016-04-27,7904,2095,383
3372868164,2016-04-28,5512,1972,385
3372868164,2016-04-29,9135,2044,402
3372868164,2016-04-30,5250,1946,321
3372868164,2016-05-01,3077,1237,172
3977333714,2016-04-12,8856,1450,194
3977333714,2016-04-13,10035,1495,230
3977333714,2016-04-14,7641,1433,242
3977333714,2016-04-15,9010,1468,240
3977333714,2016-04-16,13459,1625,267
3977333714,2016-04-17,10415,1529,274
3977333714,2016-04-18,11663,1584,313
3977333714,2016-04-19,12414,1638,307
3977333714,2016-04-20,11658,1554,264
3977333714,2016-04-21,6093,1397,242
3977333714,2016-04-22,8911,1481,233
3977333714,2016-04-23,12058,1638,344
3977333714,2016-04-24,14112,1655,254
3977333714,2016-04-25,11177,1570,192
3977333714,2016-04-26,11388,1551,272
3977333714,2016-04-27,7193,1377,186
3977333714,2016-04-28,7114,1407,213
3977333714,2016-04-29,10645,1545,218
3977333714,2016-04-30,13238,1650,289
3977333714,2016-05-01,10414,1501,205
3977333714,2016-05-02,16520,1760,343
3977333714,2016-05-03,14335,1710,346
3977333714,2016-05-04,13559,1628,252
3977333714,2016-05-05,12312,1618,280
3977333714,2016-05-06,11677,1590,252
3977333714,2016-05-07,11550,1574,294
3977333714,2016-05-08,13585,1633,296
3977333714,2016-05-09,14687,1667,281
3977333714,2016-05-10,13072,1630,312
3977333714,2016-05-11,746,52,13
4020332650,2016-04-12,8539,3654,350
4020332650,2016-04-13,0,1981,0
4020332650,2016-04-14,108,2011,3
4020332650,2016-04-15,1882,2951,141
4020332650,2016-04-16,1982,3051,141
4020332650,2016-04-17,16,1990,2
4020332650,2016-04-18,62,1995,2
4020332650,2016-04-19,0,1980,0
4020332650,2016-04-20,0,1980,0
4020332650,2016-04-21,0,1980,0
4020332650,2016-04-22,0,1980,0
4020332650,2016-04-23,0,1980,0
4020332650,2016-04-24,0,1980,0
4020332650,2016-04-25,0,1980,0
4020332650,2016-04-26,0,1980,0
4020332650,2016-04-27,0,1980,0
4020332650,2016-04-28,0,1980,0
4020332650,2016-04-29,0,1980,0
4020332650,2016-04-30,0,1980,0
4020332650,2016-05-01,0,1980,0
4020332650,2016-05-02,475,2207,42
4020332650,2016-05-03,4496,2828,174
4020332650,2016-05-04,10252,3879,405
4020332650,2016-05-05,11728,3429,276
4020332650,2016-05-06,4369,2704,177
4020332650,2016-05-07,6132,2975,184
4020332650,2016-05-08,5862,3089,263
4020332650,2016-05-09,4556,2785,181
4020332650,2016-05-10,5546,2926,206
4020332650,2016-05-11,3689,2645,144
4020332650,2016-05-12,590,1120,21
4057192912,2016-04-12,5394,2286,164
4057192912,2016-04-13,5974,2306,160
4057192912,2016-04-14,0,1776,0
4057192912,2016-04-15,3984,1527,97
4319703577,2016-04-12,7753,2115,0
4319703577,2016-04-13,8204,2135,119
4319703577,2016-04-14,10210,2302,349
4319703577,2016-04-15,5664,1985,228
4319703577,2016-04-16,4744,1884,194
4319703577,2016-04-17,29,1464,3
4319703577,2016-04-18,2276,1632,68
4319703577,2016-04-19,8925,2200,311
4319703577,2016-04-20,8954,2220,324
4319703577,2016-04-21,3702,1792,34
4319703577,2016-04-22,4500,1886,196
4319703577,2016-04-23,4935,1945,233
4319703577,2016-04-24,4081,1880,197
4319703577,2016-04-25,9259,2314,398
4319703577,2016-04-26,9899,2236,317
4319703577,2016-04-27,10780,2324,353
4319703577,2016-04-28,10817,2367,380
4319703577,2016-04-29,7990,2175,313
4319703577,2016-04-30,8221,2092,240
4319703577,2016-05-01,1251,1593,67
4319703577,2016-05-02,9261,2270,355
4319703577,2016-05-03,9648,2235,321
4319703577,2016-05-04,10429,2282,334
4319703577,2016-05-05,13658,2530,389
4319703577,2016-05-06,9524,2266,331
4319703577,2016-05-07,7937,2158,310
4319703577,2016-05-08,3672,1792,153
4319703577,2016-05-09,10378,2345,390
4319703577,2016-05-10,9487,2260,344
4319703577,2016-05-11,9129,2232,332
4319703577,2016-05-12,17,257,2
4388161847,2016-04-12,10122,2955,0
4388161847,2016-04-13,10993,3092,165
4388161847,2016-04-14,8863,2998,264
4388161847,2016-04-15,8758,3066,299
4388161847,2016-04-16,6580,3073,268
4388161847,2016-04-17,4660,2572,201
4388161847,2016-04-18,11009,3274,274
4388161847,2016-04-19,10181,3015,285
4388161847,2016-04-20,10553,3083,289
4388161847,2016-04-21,10055,3069,291
4388161847,2016-04-22,12139,3544,322
4388161847,2016-04-23,13236,3306,278
4388161847,2016-04-24,10243,2885,261
4388161847,2016-04-25,12961,3288,343
4388161847,2016-04-26,9461,2929,261
4388161847,2016-04-27,11193,3074,300
4388161847,2016-04-28,10074,2969,262
4388161847,2016-04-29,9232,2979,265
4388161847,2016-04-30,12533,3283,357
4388161847,2016-05-01,10255,2926,268
4388161847,2016-05-02,10096,3147,241
4388161847,2016-05-03,12727,3290,342
4388161847,2016-05-04,12375,3162,307
4388161847,2016-05-05,9603,2899,250
4388161847,2016-05-06,13175,3425,340
4388161847,2016-05-07,22770,4022,436
4388161847,2016-05-08,17298,3934,323
4388161847,2016-05-09,10218,3013,283
4388161847,2016-05-10,10299,3061,294
4388161847,2016-05-11,10201,2954,282
4388161847,2016-05-12,3369,1623,108
4445114986,2016-04-12,3276,2113,196
4445114986,2016-04-13,2961,2095,194
4445114986,2016-04-14,3974,2194,231
4445114986,2016-04-15,7198,2496,350
4445114986,2016-04-16,3945,2180,225
4445114986,2016-04-17,2268,1933,114
4445114986,2016-04-18,6155,2248,193
4445114986,2016-04-19,2064,1954,121
4445114986,2016-04-20,2072,1974,137
4445114986,2016-04-21,3809,2150,215
4445114986,2016-04-22,6831,2432,317
4445114986,2016-04-23,4363,2149,201
4445114986,2016-04-24,5002,2247,244
4445114986,2016-04-25,3385,2070,179
4445114986,2016-04-26,6326,2291,210
4445114986,2016-04-27,7243,2361,227
4445114986,2016-04-28,4493,2203,236
4445114986,2016-04-29,4676,2196,226
4445114986,2016-04-30,6222,2363,290
4445114986,2016-05-01,5232,2246,240
4445114986,2016-05-02,6910,2336,231
4445114986,2016-05-03,7502,2421,265
4445114986,2016-05-04,2923,2070,180
4445114986,2016-05-05,3800,2120,193
4445114986,2016-05-06,4514,2211,229
4445114986,2016-05-07,5183,2123,138
4445114986,2016-05-08,7303,2423,316
4445114986,2016-05-09,5275,2281,266
4445114986,2016-05-10,3915,2181,231
4445114986,2016-05-11,9105,2499,288
4445114986,2016-05-12,768,1212,58
4558609924,2016-04-12,5135,1909,318
4558609924,2016-04-13,4978,1722,153
4558609924,2016-04-14,6799,1922,279
4558609924,2016-04-15,7795,2121,309
4558609924,2016-04-16,7289,1997,328
4558609924,2016-04-17,9634,2117,330
4558609924,2016-04-18,8940,2116,360
4558609924,2016-04-19,5401,1876,258
4558609924,2016-04-20,4803,1788,222
4558609924,2016-04-21,13743,2486,459
4558609924,2016-04-22,9601,2094,318
4558609924,2016-04-23,6890,2085,318
4558609924,2016-04-24,8563,2173,395
4558609924,2016-04-25,8095,2225,368
4558609924,2016-04-26,9148,2223,336
4558609924,2016-04-27,9557,2098,353
4558609924,2016-04-28,9451,2185,379
4558609924,2016-04-29,7833,1918,241
4558609924,2016-04-30,10319,2105,329
4558609924,2016-05-01,3428,1692,190
4558609924,2016-05-02,7891,2066,383
4558609924,2016-05-03,5267,1953,268
4558609924,2016-05-04,5232,1842,252
4558609924,2016-05-05,10611,2262,392
4558609924,2016-05-06,3755,1722,202
4558609924,2016-05-07,8237,1973,272
4558609924,2016-05-08,6543,2666,339
4558609924,2016-05-09,11451,2223,375
4558609924,2016-05-10,6435,1889,249
4558609924,2016-05-11,9108,2131,359
4558609924,2016-05-12,6307,1452,247
4702921684,2016-04-12,7213,2947,263
4702921684,2016-04-13,6877,2898,258
4702921684,2016-04-14,7860,2984,271
4702921684,2016-04-15,6506,2896,265
4702921684,2016-04-16,11140,3328,362
4702921684,2016-04-17,12692,3394,380
4702921684,2016-04-18,9105,3013,243
4702921684,2016-04-19,6708,2812,197
4702921684,2016-04-20,8793,3061,291
4702921684,2016-04-21,6530,2729,189
4702921684,2016-04-22,1664,2241,72
4702921684,2016-04-23,15126,3691,483
4702921684,2016-04-24,15050,3538,391
4702921684,2016-04-25,9167,3064,291
4702921684,2016-04-26,6108,2784,225
4702921684,2016-04-27,7047,2908,255
4702921684,2016-04-28,9023,3033,255
4702921684,2016-04-29,9930,3165,298
4702921684,2016-04-30,10144,3115,303
4702921684,2016-05-01,0,2017,0
4702921684,2016-05-02,7245,2859,240
4702921684,2016-05-03,9454,3145,313
4702921684,2016-05-04,8161,3004,270
4702921684,2016-05-05,8614,3006,254
4702921684,2016-05-06,6943,2859,224
4702921684,2016-05-07,14370,3683,490
4702921684,2016-05-08,12857,3287,326
4702921684,2016-05-09,8232,2990,265
4702921684,2016-05-10,10613,3172,300
4702921684,2016-05-11,9810,3069,286
4702921684,2016-05-12,2752,1240,68
5553957443,2016-04-12,11596,2026,309
5553957443,2016-04-13,4832,1718,226
5553957443,2016-04-14,17022,2324,358
5553957443,2016-04-15,16556,2254,335
5553957443,2016-04-16,5771,1831,288
5553957443,2016-04-17,655,1397,46
5553957443,2016-04-18,3727,1683,206
5553957443,2016-04-19,15482,2284,346
5553957443,2016-04-20,2713,1570,148
5553957443,2016-04-21,12346,2066,266
5553957443,2016-04-22,11682,2105,311
5553957443,2016-04-23,4112,1776,272
5553957443,2016-04-24,1807,1507,104
5553957443,2016-04-25,10946,2033,263
5553957443,2016-04-26,11886,2093,296
5553957443,2016-04-27,10538,1922,238
5553957443,2016-04-28,11393,1999,227
5553957443,2016-04-29,12764,2169,331
5553957443,2016-04-30,1202,1463,84
5553957443,2016-05-01,5164,1747,237
5553957443,2016-05-02,9769,1996,259
5553957443,2016-05-03,12848,2116,302
5553957443,2016-05-04,4249,1698,224
5553957443,2016-05-05,14331,2156,314
5553957443,2016-05-06,9632,1916,259
5553957443,2016-05-07,1868,1494,96
5553957443,2016-05-08,6083,1762,221
5553957443,2016-05-09,11611,2272,332
5553957443,2016-05-10,16358,2335,366
5553957443,2016-05-11,4926,1693,195
5553957443,2016-05-12,3121,741,62
5577150313,2016-04-12,8135,3405,242
5577150313,2016-04-13,5077,2551,170
5577150313,2016-04-14,8596,4022,324
5577150313,2016-04-15,12087,4005,368
5577150313,2016-04-16,14269,4274,398
5577150313,2016-04-17,12231,4552,396
5577150313,2016-04-18,9893,3625,276
5577150313,2016-04-19,12574,3501,242
5577150313,2016-04-20,8330,3192,216
5577150313,2016-04-21,10830,4018,359
5577150313,2016-04-22,9172,3329,292
5577150313,2016-04-23,7638,3152,271
5577150313,2016-04-24,15764,4392,416
5577150313,2016-04-25,6393,3374,313
5577150313,2016-04-26,5325,3088,251
5577150313,2016-04-27,6805,3294,269
5577150313,2016-04-28,9841,3580,291
5577150313,2016-04-29,7924,3544,298
5577150313,2016-04-30,12363,4501,415
5577150313,2016-05-01,13368,4546,444
5577150313,2016-05-02,7439,3014,292
5577150313,2016-05-03,11045,3795,317
5577150313,2016-05-04,5206,2755,175
5577150313,2016-05-05,7550,3004,209
5577150313,2016-05-06,4950,2643,136
5577150313,2016-05-07,0,1819,0
5577150313,2016-05-08,0,1819,0
5577150313,2016-05-09,3421,2489,115
5577150313,2016-05-10,8869,3841,335
5577150313,2016-05-11,4038,1665,123
6117666160,2016-04-12,0,1496,0
6117666160,2016-04-13,0,1496,0
6117666160,2016-04-14,0,1496,0
6117666160,2016-04-15,14019,2865,519
6117666160,2016-04-16,14450,2828,540
6117666160,2016-04-17,7150,2225,312
6117666160,2016-04-18,5153,2018,241
6117666160,2016-04-19,11135,2606,480
6117666160,2016-04-20,10449,2536,385
6117666160,2016-04-21,19542,4900,324
6117666160,2016-04-22,8206,2409,402
6117666160,2016-04-23,11495,2651,512
6117666160,2016-04-24,7623,2305,362
6117666160,2016-04-25,0,1497,0
6117666160,2016-04-26,9543,2450,359
6117666160,2016-04-27,9411,2576,458
6117666160,2016-04-28,3403,1879,141
6117666160,2016-04-29,9592,2560,461
6117666160,2016-04-30,6987,2275,343
6117666160,2016-05-01,8915,2361,397
6117666160,2016-05-02,4933,2044,236
6117666160,2016-05-03,0,1496,0
6117666160,2016-05-04,2997,1902,156
6117666160,2016-05-05,9799,2636,487
6117666160,2016-05-06,3365,1838,133
6117666160,2016-05-07,7336,2469,412
6117666160,2016-05-08,7328,2250,318
6117666160,2016-05-09,4477,1248,197
6290855005,2016-04-12,4562,2560,199
6290855005,2016-04-13,7142,2905,350
6290855005,2016-04-14,7671,2952,363
6290855005,2016-04-15,9501,2896,328
6290855005,2016-04-16,8301,2783,258
6290855005,2016-04-17,7851,3171,268
6290855005,2016-04-18,6885,2766,271
6290855005,2016-04-19,7142,2839,321
6290855005,2016-04-20,6361,2701,258
6290855005,2016-04-21,0,2060,0
6290855005,2016-04-22,6238,2796,302
6290855005,2016-04-23,0,2664,33
6290855005,2016-04-24,5896,2703,258
6290855005,2016-04-25,7802,2771,260
6290855005,2016-04-26,0,2060,0
6290855005,2016-04-27,5565,2743,287
6290855005,2016-04-28,5731,2687,255
6290855005,2016-04-29,0,2060,0
6290855005,2016-04-30,6744,2843,324
6290855005,2016-05-01,9837,3327,385
6290855005,2016-05-02,6781,2725,268
6290855005,2016-05-03,6047,2671,240
6290855005,2016-05-04,5832,2718,272
6290855005,2016-05-05,6339,2682,239
6290855005,2016-05-06,6116,2806,305
6290855005,2016-05-07,5510,2613,227
6290855005,2016-05-08,7706,2712,251
6290855005,2016-05-09,6277,2175,264
6290855005,2016-05-10,0,0,0
6775888955,2016-04-12,0,1841,0
6775888955,2016-04-13,4053,2400,120
6775888955,2016-04-14,5162,2507,143
6775888955,2016-04-15,1282,2127,58
6775888955,2016-04-16,4732,2225,63
6775888955,2016-04-17,2497,2067,48
6775888955,2016-04-18,8294,2798,207
6775888955,2016-04-19,0,1841,0
6775888955,2016-04-20,10771,3727,361
6775888955,2016-04-21,0,1841,0
6775888955,2016-04-22,637,1922,20
6775888955,2016-04-23,0,1841,0
6775888955,2016-04-24,2153,2053,40
6775888955,2016-04-25,6474,2484,138
6775888955,2016-04-26,7091,2584,119
6775888955,2016-04-27,0,1841,0
6775888955,2016-04-28,703,1993,30
6775888955,2016-04-29,0,1841,0
6775888955,2016-04-30,2503,2280,96
6775888955,2016-05-01,2487,2319,93
6775888955,2016-05-02,0,1841,0
6775888955,2016-05-03,9,1843,1
6775888955,2016-05-04,0,1841,0
6775888955,2016-05-05,0,1841,0
6775888955,2016-05-06,4697,2496,122
6775888955,2016-05-07,1967,1032,56
6962181067,2016-04-12,10199,1994,253
6962181067,2016-04-13,5652,1718,174
6962181067,2016-04-14,1551,1466,86
6962181067,2016-04-15,5563,1756,217
6962181067,2016-04-16,13217,2173,333
6962181067,2016-04-17,10145,2027,313
6962181067,2016-04-18,11404,2039,293
6962181067,2016-04-19,10742,2046,271
6962181067,2016-04-20,13928,2174,349
6962181067,2016-04-21,11835,2179,294
6962181067,2016-04-22,10725,2086,303
6962181067,2016-04-23,20031,2571,446
6962181067,2016-04-24,5029,1705,199
6962181067,2016-04-25,13239,2194,348
6962181067,2016-04-26,10433,2012,297
6962181067,2016-04-27,10320,2034,324
6962181067,2016-04-28,12627,2182,334
6962181067,2016-04-29,10762,2254,396
6962181067,2016-04-30,10081,2002,285
6962181067,2016-05-01,5454,1740,215
6962181067,2016-05-02,12912,2162,370
